,predicted_mean
2023-08-19 00:40:30,356.95885346284234
2023-08-19 00:40:45,381.1588534628422
2023-08-19 00:41:00,356.3588534628422
2023-08-19 00:41:15,380.8588534628422
2023-08-19 00:41:30,365.8588534628422
2023-08-19 00:41:45,378.8588534628423
2023-08-19 00:42:00,350.55885346284225
2023-08-19 00:42:15,383.2588534628422
2023-08-19 00:42:30,363.1588534628423
2023-08-19 00:42:45,389.7588534628422
2023-08-19 00:43:00,355.3588534628422
2023-08-19 00:43:15,394.1588534628423
2023-08-19 00:43:30,354.7588534628422
2023-08-19 00:43:45,383.1588534628423
2023-08-19 00:44:00,353.3588534628422
2023-08-19 00:44:15,376.2588534628422
2023-08-19 00:44:30,358.05885346284214
2023-08-19 00:44:45,389.4588534628423
2023-08-19 00:45:00,341.15885346284216
2023-08-19 00:45:15,636.0588534628424
2023-08-19 00:45:30,622.4588534628424
2023-08-19 00:45:45,627.3588534628421
2023-08-19 00:46:00,332.05885346284214
2023-08-19 00:46:15,356.4588534628422
2023-08-19 00:46:30,322.2588534628422
2023-08-19 00:46:45,362.0588534628421
2023-08-19 00:47:00,352.4588534628422
2023-08-19 00:47:15,361.7588534628422
2023-08-19 00:47:30,348.6588534628423
2023-08-19 00:47:45,356.65885346284216
2023-08-19 00:48:00,345.4588534628422
2023-08-19 00:48:15,421.55885346284214
2023-08-19 00:48:30,370.6588534628422
2023-08-19 00:48:45,384.35885346284226
2023-08-19 00:49:00,360.65885346284216
2023-08-19 00:49:15,386.7588534628422
2023-08-19 00:49:30,367.9588534628422
2023-08-19 00:49:45,389.0588534628423
2023-08-19 00:50:00,357.2588534628422
2023-08-19 00:50:15,381.3588534628422
2023-08-19 00:50:30,360.0588534628422
2023-08-19 00:50:45,368.1588534628423
2023-08-19 00:51:00,350.85885346284215
2023-08-19 00:51:15,399.8588534628422
2023-08-19 00:51:30,369.8588534628422
2023-08-19 00:51:45,389.4588534628422
2023-08-19 00:52:00,628.1588534628422
2023-08-19 00:52:15,639.9588534628422
2023-08-19 00:52:30,638.0588534628422
2023-08-19 00:52:45,658.2588534628424
2023-08-19 00:53:00,624.4588534628422
2023-08-19 00:53:15,628.2588534628422
2023-08-19 00:53:30,609.4588534628421
2023-08-19 00:53:45,630.4588534628424
2023-08-19 00:54:00,606.0588534628423
2023-08-19 00:54:15,631.5588534628423
2023-08-19 00:54:30,618.7588534628422
2023-08-19 00:54:45,624.5588534628423
2023-08-19 00:55:00,630.6588534628424
2023-08-19 00:55:15,652.3588534628423
2023-08-19 00:55:30,638.8588534628423
2023-08-19 00:55:45,633.1588534628423
2023-08-19 00:56:00,611.7588534628422
2023-08-19 00:56:15,622.3588534628423
2023-08-19 00:56:30,629.0588534628423
2023-08-19 00:56:45,638.2588534628424
2023-08-19 00:57:00,612.4588534628424
2023-08-19 00:57:15,637.4588534628423
2023-08-19 00:57:30,606.8588534628423
2023-08-19 00:57:45,621.5588534628423
2023-08-19 00:58:00,592.2588534628425
2023-08-19 00:58:15,613.8588534628424
2023-08-19 00:58:30,592.7588534628422
2023-08-19 00:58:45,606.8588534628423
2023-08-19 00:59:00,587.5588534628422
2023-08-19 00:59:15,612.158853462842
2023-08-19 00:59:30,617.5588534628421
2023-08-19 00:59:45,628.3588534628423
2023-08-19 01:00:00,607.4588534628421
2023-08-19 01:00:15,621.5588534628423
2023-08-19 01:00:30,610.9588534628422
2023-08-19 01:00:45,609.0588534628422
2023-08-19 01:01:00,580.3588534628424
2023-08-19 01:01:15,644.8588534628423
2023-08-19 01:01:30,625.5588534628422
2023-08-19 01:01:45,635.2588534628421
2023-08-19 01:02:00,613.8588534628424
2023-08-19 01:02:15,624.5588534628423
2023-08-19 01:02:30,604.9588534628422
2023-08-19 01:02:45,625.3588534628424
2023-08-19 01:03:00,608.5588534628423
2023-08-19 01:03:15,640.3588534628421
2023-08-19 01:03:30,629.4588534628424
2023-08-19 01:03:45,639.9588534628423
2023-08-19 01:04:00,612.3588534628423
2023-08-19 01:04:15,635.8588534628423
2023-08-19 01:04:30,630.2588534628422
2023-08-19 01:04:45,649.7588534628424
2023-08-19 01:05:00,619.5588534628423
2023-08-19 01:05:15,631.0588534628423
2023-08-19 01:05:30,627.3588534628423
2023-08-19 01:05:45,643.0588534628423
2023-08-19 01:06:00,629.9588534628422
2023-08-19 01:06:15,654.0588534628424
2023-08-19 01:06:30,615.2588534628424
2023-08-19 01:06:45,626.0588534628423
2023-08-19 01:07:00,621.358853462842
2023-08-19 01:07:15,623.4588534628422
2023-08-19 01:07:30,631.7588534628422
2023-08-19 01:07:45,644.0588534628423
2023-08-19 01:08:00,596.0588534628423
2023-08-19 01:08:15,606.5588534628423
2023-08-19 01:08:30,597.0588534628423
2023-08-19 01:08:45,615.4588534628421
2023-08-19 01:09:00,596.7588534628422
2023-08-19 01:09:15,620.4588534628423
2023-08-19 01:09:30,610.6588534628423
2023-08-19 01:09:45,609.3588534628423
2023-08-19 01:10:00,598.9588534628422
2023-08-19 01:10:15,626.3588534628424
2023-08-19 01:10:30,613.9588534628422
2023-08-19 01:10:45,620.0588534628424
2023-08-19 01:11:00,595.2588534628424
2023-08-19 01:11:15,619.7588534628424
2023-08-19 01:11:30,608.5588534628423
2023-08-19 01:11:45,624.5588534628423
2023-08-19 01:12:00,615.8588534628423
2023-08-19 01:12:15,620.3588534628421
2023-08-19 01:12:30,644.3588534628421
2023-08-19 01:12:45,658.9588534628424
2023-08-19 01:13:00,635.1588534628422
2023-08-19 01:13:15,648.2588534628424
2023-08-19 01:13:30,631.4588534628422
2023-08-19 01:13:45,647.8588534628423
2023-08-19 01:14:00,615.0588534628423
2023-08-19 01:14:15,627.9588534628424
2023-08-19 01:14:30,626.4588534628422
2023-08-19 01:14:45,635.5588534628422
2023-08-19 01:15:00,603.4588534628423
2023-08-19 01:15:15,614.1588534628423
2023-08-19 01:15:30,611.0588534628424
2023-08-19 01:15:45,640.5588534628423
2023-08-19 01:16:00,613.2588534628425
2023-08-19 01:16:15,642.4588534628422
2023-08-19 01:16:30,373.5588534628423
2023-08-19 01:16:45,386.4588534628422
2023-08-19 01:17:00,350.1588534628423
2023-08-19 01:17:15,363.3588534628422
2023-08-19 01:17:30,346.9588534628422
2023-08-19 01:17:45,357.8588534628422
2023-08-19 01:18:00,599.4588534628422
2023-08-19 01:18:15,629.6588534628424
2023-08-19 01:18:30,627.4588534628423
2023-08-19 01:18:45,642.8588534628423
2023-08-19 01:19:00,579.7588534628424
2023-08-19 01:19:15,628.0588534628423
2023-08-19 01:19:30,613.9588534628424
2023-08-19 01:19:45,638.3588534628423
2023-08-19 01:20:00,596.6588534628421
2023-08-19 01:20:15,616.1588534628422
2023-08-19 01:20:30,593.8588534628423
2023-08-19 01:20:45,618.1588534628423
2023-08-19 01:21:00,583.0588534628423
2023-08-19 01:21:15,605.8588534628421
2023-08-19 01:21:30,586.9588534628422
2023-08-19 01:21:45,606.8588534628424
2023-08-19 01:22:00,581.7588534628424
2023-08-19 01:22:15,611.0588534628424
2023-08-19 01:22:30,598.4588534628422
2023-08-19 01:22:45,609.3588534628423
2023-08-19 01:23:00,586.2588534628422
2023-08-19 01:23:15,607.8588534628421
2023-08-19 01:23:30,628.2588534628424
2023-08-19 01:23:45,386.3588534628422
2023-08-19 01:24:00,357.7588534628422
2023-08-19 01:24:15,379.4588534628421
2023-08-19 01:24:30,363.2588534628421
2023-08-19 01:24:45,621.2588534628424
2023-08-19 01:25:00,615.6588534628422
2023-08-19 01:25:15,634.0588534628423
2023-08-19 01:25:30,636.4588534628422
2023-08-19 01:25:45,639.7588534628422
2023-08-19 01:26:00,336.65885346284216
2023-08-19 01:26:15,349.65885346284205
2023-08-19 01:26:30,360.2588534628422
2023-08-19 01:26:45,366.9588534628421
2023-08-19 01:27:00,358.8588534628422
2023-08-19 01:27:15,373.2588534628422
2023-08-19 01:27:30,381.1588534628423
2023-08-19 01:27:45,390.1588534628423
2023-08-19 01:28:00,380.2588534628422
2023-08-19 01:28:15,389.6588534628422
2023-08-19 01:28:30,459.2588534628422
2023-08-19 01:28:45,484.3588534628422
2023-08-19 01:29:00,402.1588534628422
2023-08-19 01:29:15,436.5588534628421
2023-08-19 01:29:30,420.55885346284214
2023-08-19 01:29:45,412.7588534628421
2023-08-19 01:30:00,398.5588534628423
2023-08-19 01:30:15,380.6588534628422
2023-08-19 01:30:30,375.3588534628422
2023-08-19 01:30:45,393.0588534628421
2023-08-19 01:31:00,381.9588534628422
2023-08-19 01:31:15,402.8588534628422
2023-08-19 01:31:30,413.2588534628422
2023-08-19 01:31:45,625.6588534628423
2023-08-19 01:32:00,612.6588534628424
2023-08-19 01:32:15,637.0588534628423
2023-08-19 01:32:30,607.5588534628423
2023-08-19 01:32:45,611.9588534628422
2023-08-19 01:33:00,571.4588534628423
2023-08-19 01:33:15,595.4588534628423
2023-08-19 01:33:30,596.3588534628423
2023-08-19 01:33:45,608.8588534628423
2023-08-19 01:34:00,597.3588534628423
2023-08-19 01:34:15,622.5588534628422
2023-08-19 01:34:30,606.6588534628423
2023-08-19 01:34:45,648.6588534628423
2023-08-19 01:35:00,609.8588534628423
2023-08-19 01:35:15,641.5588534628425
2023-08-19 01:35:30,624.3588534628423
2023-08-19 01:35:45,636.9588534628423
2023-08-19 01:36:00,612.9588534628422
2023-08-19 01:36:15,644.5588534628424
2023-08-19 01:36:30,646.5588534628422
2023-08-19 01:36:45,649.0588534628422
2023-08-19 01:37:00,612.6588534628422
2023-08-19 01:37:15,640.4588534628422
2023-08-19 01:37:30,628.5588534628423
2023-08-19 01:37:45,654.7588534628424
2023-08-19 01:38:00,625.0588534628422
2023-08-19 01:38:15,648.6588534628422
2023-08-19 01:38:30,629.5588534628423
2023-08-19 01:38:45,644.6588534628422
2023-08-19 01:39:00,628.6588534628423
2023-08-19 01:39:15,652.7588534628424
2023-08-19 01:39:30,637.1588534628422
2023-08-19 01:39:45,648.2588534628422
2023-08-19 01:40:00,626.3588534628424
2023-08-19 01:40:15,651.1588534628423
2023-08-19 01:40:30,615.1588534628423
2023-08-19 01:40:45,630.8588534628423
2023-08-19 01:41:00,611.2588534628424
2023-08-19 01:41:15,634.0588534628422
2023-08-19 01:41:30,591.2588534628421
2023-08-19 01:41:45,607.0588534628422
2023-08-19 01:42:00,597.6588534628423
2023-08-19 01:42:15,596.6588534628422
2023-08-19 01:42:30,591.6588534628422
2023-08-19 01:42:45,597.8588534628423
2023-08-19 01:43:00,588.5588534628424
2023-08-19 01:43:15,594.0588534628424
2023-08-19 01:43:30,606.2588534628422
2023-08-19 01:43:45,611.4588534628423
2023-08-19 01:44:00,594.4588534628423
2023-08-19 01:44:15,611.1588534628423
2023-08-19 01:44:30,591.2588534628421
2023-08-19 01:44:45,596.9588534628422
2023-08-19 01:45:00,608.1588534628422
2023-08-19 01:45:15,617.6588534628422
2023-08-19 01:45:30,602.4588534628423
2023-08-19 01:45:45,615.6588534628422
2023-08-19 01:46:00,630.7588534628424
2023-08-19 01:46:15,640.0588534628424
2023-08-19 01:46:30,624.0588534628423
2023-08-19 01:46:45,648.4588534628424
2023-08-19 01:47:00,618.9588534628421
2023-08-19 01:47:15,638.7588534628422
2023-08-19 01:47:30,616.5588534628422
2023-08-19 01:47:45,615.4588534628422
2023-08-19 01:48:00,603.658853462842
2023-08-19 01:48:15,609.9588534628423
2023-08-19 01:48:30,615.5588534628423
2023-08-19 01:48:45,627.3588534628423
2023-08-19 01:49:00,601.9588534628422
2023-08-19 01:49:15,635.7588534628424
2023-08-19 01:49:30,627.5588534628422
2023-08-19 01:49:45,654.2588534628425
2023-08-19 01:50:00,634.6588534628423
2023-08-19 01:50:15,394.0588534628423
2023-08-19 01:50:30,371.6588534628422
2023-08-19 01:50:45,375.7588534628422
2023-08-19 01:51:00,360.8588534628422
2023-08-19 01:51:15,376.0588534628423
2023-08-19 01:51:30,358.25885346284207
2023-08-19 01:51:45,382.6588534628422
2023-08-19 01:52:00,572.6588534628424
2023-08-19 01:52:15,617.4588534628422
2023-08-19 01:52:30,603.8588534628424
2023-08-19 01:52:45,600.858853462842
2023-08-19 01:53:00,593.4588534628423
2023-08-19 01:53:15,626.7588534628421
2023-08-19 01:53:30,613.1588534628422
2023-08-19 01:53:45,632.6588534628421
2023-08-19 01:54:00,620.8588534628424
2023-08-19 01:54:15,621.5588534628423
2023-08-19 01:54:30,625.5588534628424
2023-08-19 01:54:45,613.3588534628421
2023-08-19 01:55:00,584.2588534628424
2023-08-19 01:55:15,607.9588534628423
2023-08-19 01:55:30,596.4588534628424
2023-08-19 01:55:45,613.2588534628424
2023-08-19 01:56:00,600.1588534628422
2023-08-19 01:56:15,352.55885346284225
2023-08-19 01:56:30,345.3588534628422
2023-08-19 01:56:45,355.9588534628422
2023-08-19 01:57:00,602.8588534628423
2023-08-19 01:57:15,629.5588534628422
2023-08-19 01:57:30,630.3588534628421
2023-08-19 01:57:45,657.0588534628423
2023-08-19 01:58:00,391.3588534628422
2023-08-19 01:58:15,406.4588534628422
2023-08-19 01:58:30,375.5588534628421
2023-08-19 01:58:45,383.0588534628423
2023-08-19 01:59:00,349.3588534628421
2023-08-19 01:59:15,630.4588534628423
2023-08-19 01:59:30,627.0588534628422
2023-08-19 01:59:45,426.0588534628423
2023-08-19 02:00:00,367.55885346284236
2023-08-19 02:00:15,381.2588534628421
2023-08-19 02:00:30,381.1588534628422
2023-08-19 02:00:45,422.4588534628422
2023-08-19 02:01:00,429.55885346284236
2023-08-19 02:01:15,444.55885346284214
2023-08-19 02:01:30,445.9588534628422
2023-08-19 02:01:45,454.7588534628422
2023-08-19 02:02:00,382.5588534628423
2023-08-19 02:02:15,386.9588534628422
2023-08-19 02:02:30,387.4588534628422
2023-08-19 02:02:45,408.2588534628422
2023-08-19 02:03:00,374.05885346284214
2023-08-19 02:03:15,374.7588534628421
2023-08-19 02:03:30,360.3588534628423
2023-08-19 02:03:45,335.8588534628422
2023-08-19 02:04:00,334.1588534628421
2023-08-19 02:04:15,583.9588534628423
2023-08-19 02:04:30,581.8588534628421
2023-08-19 02:04:45,583.2588534628422
2023-08-19 02:05:00,576.2588534628424
2023-08-19 02:05:15,583.9588534628423
2023-08-19 02:05:30,577.1588534628422
2023-08-19 02:05:45,588.0588534628422
2023-08-19 02:06:00,569.3588534628421
2023-08-19 02:06:15,591.2588534628422
2023-08-19 02:06:30,577.4588534628423
2023-08-19 02:06:45,608.2588534628422
2023-08-19 02:07:00,593.9588534628422
2023-08-19 02:07:15,606.0588534628422
2023-08-19 02:07:30,587.8588534628424
2023-08-19 02:07:45,599.4588534628422
2023-08-19 02:08:00,583.3588534628423
2023-08-19 02:08:15,609.9588534628424
2023-08-19 02:08:30,608.0588534628423
2023-08-19 02:08:45,627.9588534628422
2023-08-19 02:09:00,616.6588534628422
2023-08-19 02:09:15,643.5588534628422
2023-08-19 02:09:30,621.9588534628422
2023-08-19 02:09:45,624.6588534628422
2023-08-19 02:10:00,586.0588534628423
2023-08-19 02:10:15,596.8588534628423
2023-08-19 02:10:30,592.4588534628422
2023-08-19 02:10:45,611.4588534628424
2023-08-19 02:11:00,607.6588534628422
2023-08-19 02:11:15,632.5588534628421
2023-08-19 02:11:30,617.7588534628425
2023-08-19 02:11:45,631.4588534628423
2023-08-19 02:12:00,620.2588534628424
2023-08-19 02:12:15,633.0588534628422
2023-08-19 02:12:30,613.8588534628424
2023-08-19 02:12:45,630.2588534628422
2023-08-19 02:13:00,599.3588534628424
2023-08-19 02:13:15,622.5588534628423
2023-08-19 02:13:30,607.6588534628423
2023-08-19 02:13:45,635.4588534628423
2023-08-19 02:14:00,620.6588534628421
2023-08-19 02:14:15,645.5588534628423
2023-08-19 02:14:30,627.0588534628422
2023-08-19 02:14:45,641.3588534628423
2023-08-19 02:15:00,596.3588534628421
2023-08-19 02:15:15,628.5588534628422
2023-08-19 02:15:30,603.7588534628421
2023-08-19 02:15:45,601.5588534628423
2023-08-19 02:16:00,586.9588534628422
2023-08-19 02:16:15,601.0588534628423
2023-08-19 02:16:30,602.4588534628422
2023-08-19 02:16:45,626.1588534628423
2023-08-19 02:17:00,608.9588534628423
2023-08-19 02:17:15,628.5588534628423
2023-08-19 02:17:30,616.8588534628423
2023-08-19 02:17:45,611.6588534628422
2023-08-19 02:18:00,607.6588534628422
2023-08-19 02:18:15,623.3588534628423
2023-08-19 02:18:30,617.8588534628423
2023-08-19 02:18:45,633.3588534628423
2023-08-19 02:19:00,633.3588534628423
2023-08-19 02:19:15,653.6588534628422
2023-08-19 02:19:30,650.5588534628424
2023-08-19 02:19:45,642.1588534628423
2023-08-19 02:20:00,633.9588534628423
2023-08-19 02:20:15,655.2588534628424
2023-08-19 02:20:30,631.6588534628422
2023-08-19 02:20:45,619.6588534628423
2023-08-19 02:21:00,622.6588534628422
2023-08-19 02:21:15,641.2588534628424
2023-08-19 02:21:30,627.8588534628424
2023-08-19 02:21:45,621.2588534628424
2023-08-19 02:22:00,616.1588534628422
2023-08-19 02:22:15,632.9588534628423
2023-08-19 02:22:30,624.9588534628422
2023-08-19 02:22:45,639.0588534628424
2023-08-19 02:23:00,628.5588534628423
2023-08-19 02:23:15,663.1588534628424
2023-08-19 02:23:30,650.8588534628424
2023-08-19 02:23:45,642.9588534628422
2023-08-19 02:24:00,618.9588534628422
2023-08-19 02:24:15,625.0588534628424
2023-08-19 02:24:30,604.2588534628422
2023-08-19 02:24:45,629.1588534628421
2023-08-19 02:25:00,598.6588534628421
2023-08-19 02:25:15,632.6588534628422
2023-08-19 02:25:30,621.6588534628424
2023-08-19 02:25:45,634.0588534628423
2023-08-19 02:26:00,607.9588534628424
2023-08-19 02:26:15,618.6588534628422
2023-08-19 02:26:30,605.7588534628424
2023-08-19 02:26:45,629.9588534628422
2023-08-19 02:27:00,592.1588534628426
2023-08-19 02:27:15,623.7588534628424
2023-08-19 02:27:30,606.9588534628424
2023-08-19 02:27:45,372.2588534628422
2023-08-19 02:28:00,333.35885346284226
2023-08-19 02:28:15,353.55885346284214
2023-08-19 02:28:30,592.5588534628424
2023-08-19 02:28:45,604.9588534628422
2023-08-19 02:29:00,580.8588534628423
2023-08-19 02:29:15,597.8588534628423
2023-08-19 02:29:30,589.2588534628424
2023-08-19 02:29:45,607.7588534628424
2023-08-19 02:30:00,583.7588534628424
2023-08-19 02:30:15,607.9588534628423
2023-08-19 02:30:30,607.0588534628422
2023-08-19 02:30:45,629.6588534628421
2023-08-19 02:31:00,598.3588534628421
2023-08-19 02:31:15,629.1588534628424
2023-08-19 02:31:30,587.0588534628422
2023-08-19 02:31:45,607.6588534628424
2023-08-19 02:32:00,332.95885346284234
2023-08-19 02:32:15,374.8588534628422
2023-08-19 02:32:30,343.8588534628422
2023-08-19 02:32:45,364.1588534628422
2023-08-19 02:33:00,345.2588534628422
2023-08-19 02:33:15,368.55885346284236
2023-08-19 02:33:30,366.8588534628422
2023-08-19 02:33:45,372.7588534628422
2023-08-19 02:34:00,364.35885346284226
2023-08-19 02:34:15,384.0588534628421
2023-08-19 02:34:30,352.2588534628422
2023-08-19 02:34:45,354.4588534628423
2023-08-19 02:35:00,347.05885346284225
2023-08-19 02:35:15,347.55885346284225
2023-08-19 02:35:30,353.1588534628422
2023-08-19 02:35:45,364.0588534628423
2023-08-19 02:36:00,434.3588534628422
2023-08-19 02:36:15,475.4588534628422
2023-08-19 02:36:30,456.1588534628423
2023-08-19 02:36:45,459.4588534628422
2023-08-19 02:37:00,418.4588534628421
2023-08-19 02:37:15,381.2588534628422
2023-08-19 02:37:30,384.4588534628422
2023-08-19 02:37:45,392.7588534628421
2023-08-19 02:38:00,374.5588534628423
2023-08-19 02:38:15,390.9588534628422
2023-08-19 02:38:30,372.5588534628422
2023-08-19 02:38:45,384.1588534628423
2023-08-19 02:39:00,362.9588534628423
2023-08-19 02:39:15,389.6588534628422
2023-08-19 02:39:30,375.1588534628422
2023-08-19 02:39:45,380.5588534628422
2023-08-19 02:40:00,605.7588534628424
2023-08-19 02:40:15,637.5588534628424
2023-08-19 02:40:30,615.3588534628425
2023-08-19 02:40:45,616.7588534628424
2023-08-19 02:41:00,588.5588534628423
2023-08-19 02:41:15,604.3588534628423
2023-08-19 02:41:30,612.6588534628422
2023-08-19 02:41:45,627.4588534628424
2023-08-19 02:42:00,624.1588534628422
2023-08-19 02:42:15,628.7588534628421
2023-08-19 02:42:30,625.3588534628424
2023-08-19 02:42:45,630.5588534628423
2023-08-19 02:43:00,617.8588534628424
2023-08-19 02:43:15,640.5588534628421
2023-08-19 02:43:30,619.8588534628424
2023-08-19 02:43:45,623.2588534628424
2023-08-19 02:44:00,618.7588534628422
2023-08-19 02:44:15,647.1588534628422
2023-08-19 02:44:30,633.2588534628425
2023-08-19 02:44:45,664.7588534628421
2023-08-19 02:45:00,647.7588534628424
2023-08-19 02:45:15,660.3588534628424
2023-08-19 02:45:30,641.6588534628422
2023-08-19 02:45:45,659.3588534628423
2023-08-19 02:46:00,636.4588534628422
2023-08-19 02:46:15,658.7588534628424
